Year,Location,Bedrooms,Property_type,Rent
2021,"Inchicore, Dublin 8",All bedrooms,All property types,1542.34
2021,"Islandbridge, Dublin 8",All bedrooms,All property types,1916.36
2021,"Kilmainham , Dublin 8",All bedrooms,All property types,1604.05
2021,"Portobello, Dublin 8",All bedrooms,All property types,1432.45
2021,"Rialto, Dublin 8",All bedrooms,All property types,1509.5
2021,"South Circular Road, Dublin 8",All bedrooms,All property types,1614.25
2021,Dublin 9,All bedrooms,All property types,1563.25
2021,"Ballymun, Dublin 9",All bedrooms,All property types,1575.99
2021,"Beaumont, Dublin 9",All bedrooms,All property types,1761.54
2021,"Drumcondra, Dublin 9",All bedrooms,All property types,1421.04
2021,"Glasnevin, Dublin 9",All bedrooms,All property types,1567.92
2021,"Santry, Dublin 9",All bedrooms,All property types,1832.02
2021,"Whitehall, Dublin 9",All bedrooms,All property types,1731.37
2021,Dublin 10,All bedrooms,All property types,1347.98
2021,"Ballyfermot, Dublin 10",All bedrooms,All property types,1487.04
2021,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1408.95
2021,Dublin 11,All bedrooms,All property types,1503.0
2021,"Finglas, Dublin 11",All bedrooms,All property types,1505.15
2021,"Meakstown, Dublin 11",All bedrooms,All property types,1580.03
2021,Dublin 12,All bedrooms,All property types,1707.35
2021,"Crumlin, Dublin 12",All bedrooms,All property types,1617.75
2021,"Drimnagh, Dublin 12",All bedrooms,All property types,1723.67
2021,"Kimmage, Dublin 12",All bedrooms,All property types,1743.01
2021,"Walkinstown, Dublin 12",All bedrooms,All property types,1717.14
2021,Dublin 13,All bedrooms,All property types,1788.17
2021,"Baldoyle, Dublin 13",All bedrooms,All property types,1686.62
2021,"Balgriffin, Dublin 13",All bedrooms,All property types,1918.61
2021,"Clongriffin, Dublin 13",All bedrooms,All property types,1844.89
2021,"Donaghmede, Dublin 13",All bedrooms,All property types,1752.34
2021,"Sutton, Dublin 13",All bedrooms,All property types,2074.26
2021,Dublin 14,All bedrooms,All property types,2108.91
2021,"Churchtown, Dublin 14",All bedrooms,All property types,2283.36
2021,"Clonskeagh, Dublin 14",All bedrooms,All property types,2314.98
2021,"Goatstown, Dublin 14",All bedrooms,All property types,2350.59
2021,"Rathfarnham, Dublin 14",All bedrooms,All property types,2022.88
2021,Dublin 15,All bedrooms,All property types,1607.37
2021,"Ashtown, Dublin 15",All bedrooms,All property types,1759.01
2021,"Blanchardstown, Dublin 15",All bedrooms,All property types,1565.03
2021,"Carpenterstown, Dublin 15",All bedrooms,All property types,1646.68
2021,"Castleknock, Dublin 15",All bedrooms,All property types,1841.54
2021,"Clonee, Dublin 15",All bedrooms,All property types,1556.92
2021,"Clonsilla, Dublin 15",All bedrooms,All property types,1666.97
2021,"Coolmine, Dublin 15",All bedrooms,All property types,1513.28
2021,"Mulhuddart, Dublin 15",All bedrooms,All property types,1393.04
2021,"Ongar, Dublin 15",All bedrooms,All property types,1513.16
2021,"Porterstown, Dublin 15",All bedrooms,All property types,1618.86
2021,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1620.48
2021,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1768.73
2021,Dublin 16,All bedrooms,All property types,2012.67
2021,"Ballinteer, Dublin 16",All bedrooms,All property types,1897.87
2021,"Dundrum, Dublin 16",All bedrooms,All property types,1980.5
2021,"Knocklyon, Dublin 16",All bedrooms,All property types,1889.91
2021,"Rathfarnham, Dublin 16",All bedrooms,All property types,2057.43
2021,Dublin 17,All bedrooms,All property types,1499.97
2021,"Malahide Road, Dublin 17",All bedrooms,All property types,1631.15
2021,Dublin 18,All bedrooms,All property types,1939.64
2021,"Cabinteely, Dublin 18",All bedrooms,All property types,1906.01
2021,"Carrickmines, Dublin 18",All bedrooms,All property types,1904.22
2021,"Foxrock, Dublin 18",All bedrooms,All property types,2714.97
2021,"Leopardstown, Dublin 18",All bedrooms,All property types,2043.25
2021,"Sandyford, Dublin 18",All bedrooms,All property types,1866.06
2021,"Stepaside, Dublin 18",All bedrooms,All property types,1744.48
2021,Dublin 20,All bedrooms,All property types,1427.33
2021,"Chapelizod, Dublin 20",All bedrooms,All property types,1507.65
2021,"Palmerstown, Dublin 20",All bedrooms,All property types,1688.33
2021,"Clondalkin, Dublin 22",All bedrooms,All property types,1521.9
2021,Dublin 24,All bedrooms,All property types,1581.85
2021,"Ballycullen, Dublin 24",All bedrooms,All property types,1725.28
2021,"Citywest, Dublin 24",All bedrooms,All property types,1884.48
2021,"Firhouse, Dublin 24",All bedrooms,All property types,1747.39
2021,"Tallaght, Dublin 24",All bedrooms,All property types,1552.39
2022,Dublin,All bedrooms,All property types,1859.01
2022,"Balbriggan, Dublin",All bedrooms,All property types,1468.26
2022,"Blackrock, Dublin",All bedrooms,All property types,2254.52
2022,"Booterstown, Dublin",All bedrooms,All property types,2317.21
2022,"Dalkey, Dublin",All bedrooms,All property types,2703.17
2022,"Donabate, Dublin",All bedrooms,All property types,1634.01
2022,"Dun Laoghaire, Dublin",All bedrooms,All property types,2099.61
2022,"Glenageary, Dublin",All bedrooms,All property types,2438.41
2022,"Howth, Dublin",All bedrooms,All property types,1986.45
2022,"Killiney, Dublin",All bedrooms,All property types,2205.23
2022,"Kinsealy, Dublin",All bedrooms,All property types,1737.05
2022,"Lucan, Dublin",All bedrooms,All property types,1863.67
2022,"Lusk, Dublin",All bedrooms,All property types,1641.62
2022,"Malahide, Dublin",All bedrooms,All property types,2200.3
2022,"Monkstown, Dublin",All bedrooms,All property types,1873.97
2022,"Mount Merrion, Dublin",All bedrooms,All property types,2933.85
2022,"Portmarnock, Dublin",All bedrooms,All property types,2013.92
2022,"Rathcoole, Dublin",All bedrooms,All property types,1648.02
2022,"Rush, Dublin",All bedrooms,All property types,1603.28
2022,"Saggart, Dublin",All bedrooms,All property types,1721.28
2022,"Sandycove, Dublin",All bedrooms,All property types,2427.38
2022,"Shankill, Dublin",All bedrooms,All property types,1819.79
2022,"Skerries, Dublin",All bedrooms,All property types,1635.5
2022,"Stillorgan, Dublin",All bedrooms,All property types,2061.17
2022,"Swords, Dublin",All bedrooms,All property types,1674.96
2022,"I.F.S.C., Dublin 1",All bedrooms,All property types,1902.76
2022,"Parnell Street, Dublin 1",All bedrooms,All property types,1700.45
2022,"Spencer Dock, Dublin 1",All bedrooms,All property types,2252.86
2022,"Summerhill, Dublin 1",All bedrooms,All property types,1521.45
2022,"Charlemont Street, Dublin 2",All bedrooms,All property types,2120.69
2022,"Hanover Quay, Dublin 2",All bedrooms,All property types,2394.24
2022,"Pearse Street, Dublin 2",All bedrooms,All property types,1819.57
2022,"Temple Bar, Dublin 2",All bedrooms,All property types,1820.89
2022,"Townsend Street, Dublin 2",All bedrooms,All property types,1812.28
2022,"Clonliffe, Dublin 3",All bedrooms,All property types,1537.11
2022,"Clontarf, Dublin 3",All bedrooms,All property types,1829.68
2022,"Drumcondra, Dublin 3",All bedrooms,All property types,1613.23
2022,"East Wall, Dublin 3",All bedrooms,All property types,1826.62
2022,"Fairview, Dublin 3",All bedrooms,All property types,1568.32
2022,"Marino, Dublin 3",All bedrooms,All property types,1886.06
2022,"North Strand, Dublin 3",All bedrooms,All property types,1723.77
2022,"Ballsbridge, Dublin 4",All bedrooms,All property types,2395.12
2022,"Donnybrook, Dublin 4",All bedrooms,All property types,2250.92
2022,"Irishtown, Dublin 4",All bedrooms,All property types,2059.61
2022,"Merrion, Dublin 4",All bedrooms,All property types,2105.73
2022,"Pembroke, Dublin 4",All bedrooms,All property types,2152.15
2022,"Ringsend, Dublin 4",All bedrooms,All property types,1968.01
2022,"Sandymount, Dublin 4",All bedrooms,All property types,2321.82
2022,"Artane, Dublin 5",All bedrooms,All property types,1861.22
2022,"Killester, Dublin 5",All bedrooms,All property types,1988.71
2022,"Raheny, Dublin 5",All bedrooms,All property types,1865.34
2022,"Dartry, Dublin 6",All bedrooms,All property types,2064.86
2022,"Harolds Cross, Dublin 6",All bedrooms,All property types,1996.61
2022,"Milltown, Dublin 6",All bedrooms,All property types,2104.71
2022,"Ranelagh, Dublin 6",All bedrooms,All property types,1824.67
2022,"Rathgar, Dublin 6",All bedrooms,All property types,1571.13
2022,"Rathmines, Dublin 6",All bedrooms,All property types,1487.52
2022,"Templeogue, Dublin 6W",All bedrooms,All property types,2102.55
2022,"Terenure, Dublin 6W",All bedrooms,All property types,1966.21
2022,"Arbour Hill, Dublin 7",All bedrooms,All property types,1796.96
2022,"Cabra, Dublin 7",All bedrooms,All property types,1325.79
2022,"North Circular Road, Dublin 7",All bedrooms,All property types,1667.35
2022,"Phibsboro, Dublin 7",All bedrooms,All property types,1145.91
2022,"Smithfield, Dublin 7",All bedrooms,All property types,1867.88
2022,"Stoneybatter, Dublin 7",All bedrooms,All property types,1754.72
2022,"Christchurch, Dublin 8",All bedrooms,All property types,1592.01
2022,"Cork Street, Dublin 8",All bedrooms,All property types,1619.06
2022,"Dolphins Barn, Dublin 8",All bedrooms,All property types,1682.67
2022,"Inchicore, Dublin 8",All bedrooms,All property types,1626.57
2022,"Islandbridge, Dublin 8",All bedrooms,All property types,1966.79
2022,"Kilmainham , Dublin 8",All bedrooms,All property types,1646.48
2022,"Portobello, Dublin 8",All bedrooms,All property types,1467.13
2022,"Rialto, Dublin 8",All bedrooms,All property types,1572.71
2022,"South Circular Road, Dublin 8",All bedrooms,All property types,1665.65
2022,"Ballymun, Dublin 9",All bedrooms,All property types,1525.85
2022,"Beaumont, Dublin 9",All bedrooms,All property types,1808.38
2022,"Glasnevin, Dublin 9",All bedrooms,All property types,1717.38
2022,"Santry, Dublin 9",All bedrooms,All property types,1895.13
2022,"Whitehall, Dublin 9",All bedrooms,All property types,1773.09
2022,"Ballyfermot, Dublin 10",All bedrooms,All property types,1653.4
2022,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1532.31
2022,"Finglas, Dublin 11",All bedrooms,All property types,1581.59
2022,"Crumlin, Dublin 12",All bedrooms,All property types,1753.29
2022,"Drimnagh, Dublin 12",All bedrooms,All property types,1754.17
2022,"Kimmage, Dublin 12",All bedrooms,All property types,1786.82
2022,"Walkinstown, Dublin 12",All bedrooms,All property types,1792.74
2022,"Baldoyle, Dublin 13",All bedrooms,All property types,1752.69
2022,"Balgriffin, Dublin 13",All bedrooms,All property types,1907.24
2022,"Clongriffin, Dublin 13",All bedrooms,All property types,1898.95
2022,"Donaghmede, Dublin 13",All bedrooms,All property types,1700.36
2022,"Sutton, Dublin 13",All bedrooms,All property types,2086.97
2022,"Churchtown, Dublin 14",All bedrooms,All property types,2366.42
2022,"Clonskeagh, Dublin 14",All bedrooms,All property types,2368.42
2022,"Goatstown, Dublin 14",All bedrooms,All property types,2462.86
2022,"Ashtown, Dublin 15",All bedrooms,All property types,1754.58
2022,"Blanchardstown, Dublin 15",All bedrooms,All property types,1655.04
2022,"Carpenterstown, Dublin 15",All bedrooms,All property types,1683.09
2022,"Castleknock, Dublin 15",All bedrooms,All property types,1894.4
2022,"Clonee, Dublin 15",All bedrooms,All property types,1649.22
2022,"Clonsilla, Dublin 15",All bedrooms,All property types,1729.45
2022,"Mulhuddart, Dublin 15",All bedrooms,All property types,1558.87
2022,"Ongar, Dublin 15",All bedrooms,All property types,1583.69
2022,"Porterstown, Dublin 15",All bedrooms,All property types,1686.83
2022,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1673.74
2022,"Ballinteer, Dublin 16",All bedrooms,All property types,1933.12
2022,"Dundrum, Dublin 16",All bedrooms,All property types,2096.99
2022,"Knocklyon, Dublin 16",All bedrooms,All property types,1943.97
2022,"Rathfarnham, Dublin 16",All bedrooms,All property types,2003.77
2022,"Malahide Road, Dublin 17",All bedrooms,All property types,1644.34
2022,"Cabinteely, Dublin 18",All bedrooms,All property types,1932.72
2022,"Carrickmines, Dublin 18",All bedrooms,All property types,1901.34
2022,"Foxrock, Dublin 18",All bedrooms,All property types,2852.01
2022,"Leopardstown, Dublin 18",All bedrooms,All property types,2066.72
2022,"Sandyford, Dublin 18",All bedrooms,All property types,1883.64
2022,"Stepaside, Dublin 18",All bedrooms,All property types,1823.02
2022,"Chapelizod, Dublin 20",All bedrooms,All property types,1597.82
2022,"Palmerstown, Dublin 20",All bedrooms,All property types,1699.16
2022,"Clondalkin, Dublin 22",All bedrooms,All property types,1572.68
2022,"Ballycullen, Dublin 24",All bedrooms,All property types,1751.64
2022,"Citywest, Dublin 24",All bedrooms,All property types,1888.39
2022,"Firhouse, Dublin 24",All bedrooms,All property types,1820.55
2022,"Tallaght, Dublin 24",All bedrooms,All property types,1609.83
2023,Dublin,All bedrooms,All property types,1969.25
2023,"Balbriggan, Dublin",All bedrooms,All property types,1521.65
2023,"Blackrock, Dublin",All bedrooms,All property types,2382.2
2023,"Booterstown, Dublin",All bedrooms,All property types,2499.45
2023,"Dalkey, Dublin",All bedrooms,All property types,2617.65
2023,"Donabate, Dublin",All bedrooms,All property types,1680.11
2023,"Dun Laoghaire, Dublin",All bedrooms,All property types,2132.21
2023,"Glenageary, Dublin",All bedrooms,All property types,2874.49
2023,"Howth, Dublin",All bedrooms,All property types,2113.65
2023,"Killiney, Dublin",All bedrooms,All property types,2376.7
2023,"Kinsealy, Dublin",All bedrooms,All property types,1912.52
2023,"Lucan, Dublin",All bedrooms,All property types,2037.43
2023,"Lusk, Dublin",All bedrooms,All property types,1779.74
2023,"Malahide, Dublin",All bedrooms,All property types,2246.39
2023,"Monkstown, Dublin",All bedrooms,All property types,1957.88
2023,"Mount Merrion, Dublin",All bedrooms,All property types,3110.68
2023,"Portmarnock, Dublin",All bedrooms,All property types,2257.83
2023,"Rathcoole, Dublin",All bedrooms,All property types,1732.34
2023,"Rush, Dublin",All bedrooms,All property types,1682.28
2023,"Saggart, Dublin",All bedrooms,All property types,1833.49
2023,"Sandycove, Dublin",All bedrooms,All property types,2498.34
2023,"Shankill, Dublin",All bedrooms,All property types,1959.85
2023,"Skerries, Dublin",All bedrooms,All property types,1735.64
2023,"Stillorgan, Dublin",All bedrooms,All property types,2220.66
2023,"Swords, Dublin",All bedrooms,All property types,1711.54
2023,"I.F.S.C., Dublin 1",All bedrooms,All property types,1982.76
2023,"Parnell Street, Dublin 1",All bedrooms,All property types,1765.88
2023,"Spencer Dock, Dublin 1",All bedrooms,All property types,2353.77
2023,"Summerhill, Dublin 1",All bedrooms,All property types,1610.31
2023,"Charlemont Street, Dublin 2",All bedrooms,All property types,2249.77
2023,"Pearse Street, Dublin 2",All bedrooms,All property types,1885.68
2023,"Temple Bar, Dublin 2",All bedrooms,All property types,1921.95
2023,"Townsend Street, Dublin 2",All bedrooms,All property types,1879.86
2023,"Clonliffe, Dublin 3",All bedrooms,All property types,1605.55
2023,"Clontarf, Dublin 3",All bedrooms,All property types,1898.61
2023,"Drumcondra, Dublin 3",All bedrooms,All property types,1674.54
2023,"East Wall, Dublin 3",All bedrooms,All property types,1914.88
2023,"Fairview, Dublin 3",All bedrooms,All property types,1655.13
2023,"Marino, Dublin 3",All bedrooms,All property types,2019.83
2023,"North Strand, Dublin 3",All bedrooms,All property types,1815.09
2023,"Ballsbridge, Dublin 4",All bedrooms,All property types,2493.06
2023,"Donnybrook, Dublin 4",All bedrooms,All property types,2364.64
2023,"Irishtown, Dublin 4",All bedrooms,All property types,2095.01
2023,"Merrion, Dublin 4",All bedrooms,All property types,2134.06
2023,"Pembroke, Dublin 4",All bedrooms,All property types,2233.23
2023,"Ringsend, Dublin 4",All bedrooms,All property types,2147.6
2023,"Sandymount, Dublin 4",All bedrooms,All property types,2447.66
2023,"Artane, Dublin 5",All bedrooms,All property types,2048.41
2023,"Killester, Dublin 5",All bedrooms,All property types,2051.25
2023,"Raheny, Dublin 5",All bedrooms,All property types,1937.13
2023,"Dartry, Dublin 6",All bedrooms,All property types,2027.99
2023,"Harolds Cross, Dublin 6",All bedrooms,All property types,2010.57
2023,"Milltown, Dublin 6",All bedrooms,All property types,2185.41
2023,"Ranelagh, Dublin 6",All bedrooms,All property types,1866.4
2023,"Rathgar, Dublin 6",All bedrooms,All property types,1650.51
2023,"Rathmines, Dublin 6",All bedrooms,All property types,1569.32
2023,"Templeogue, Dublin 6W",All bedrooms,All property types,2185.58
2023,"Terenure, Dublin 6W",All bedrooms,All property types,2077.28
2023,"Arbour Hill, Dublin 7",All bedrooms,All property types,1939.3
2023,"Cabra, Dublin 7",All bedrooms,All property types,1556.02
2023,"North Circular Road, Dublin 7",All bedrooms,All property types,1715.4
2023,"Smithfield, Dublin 7",All bedrooms,All property types,1956.16
2023,"Stoneybatter, Dublin 7",All bedrooms,All property types,1796.72
2023,"Christchurch, Dublin 8",All bedrooms,All property types,1679.01
2023,"Cork Street, Dublin 8",All bedrooms,All property types,1706.0
2023,"Dolphins Barn, Dublin 8",All bedrooms,All property types,1759.14
2023,"Inchicore, Dublin 8",All bedrooms,All property types,1679.71
2023,"Islandbridge, Dublin 8",All bedrooms,All property types,1953.7
2023,"Kilmainham , Dublin 8",All bedrooms,All property types,1790.67
2023,"Portobello, Dublin 8",All bedrooms,All property types,1590.74
2023,"Rialto, Dublin 8",All bedrooms,All property types,1629.34
2023,"South Circular Road, Dublin 8",All bedrooms,All property types,1752.34
2023,"Ballymun, Dublin 9",All bedrooms,All property types,1502.47
2023,"Beaumont, Dublin 9",All bedrooms,All property types,1972.13
2023,"Glasnevin, Dublin 9",All bedrooms,All property types,1809.96
2023,"Santry, Dublin 9",All bedrooms,All property types,1929.7
2023,"Whitehall, Dublin 9",All bedrooms,All property types,1887.02
2023,"Ballyfermot, Dublin 10",All bedrooms,All property types,1705.63
2023,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1634.73
2023,"Finglas, Dublin 11",All bedrooms,All property types,1719.46
2023,"Crumlin, Dublin 12",All bedrooms,All property types,1830.12
2023,"Drimnagh, Dublin 12",All bedrooms,All property types,1856.7
2023,"Kimmage, Dublin 12",All bedrooms,All property types,1845.73
2023,"Walkinstown, Dublin 12",All bedrooms,All property types,1843.78
2023,"Baldoyle, Dublin 13",All bedrooms,All property types,1877.45
2023,"Balgriffin, Dublin 13",All bedrooms,All property types,1957.27
2023,"Clongriffin, Dublin 13",All bedrooms,All property types,1784.38
2023,"Sutton, Dublin 13",All bedrooms,All property types,2293.0
2023,"Churchtown, Dublin 14",All bedrooms,All property types,2419.08
2023,"Clonskeagh, Dublin 14",All bedrooms,All property types,2424.43
2023,"Goatstown, Dublin 14",All bedrooms,All property types,2679.0
2023,"Ashtown, Dublin 15",All bedrooms,All property types,1818.1
2023,"Blanchardstown, Dublin 15",All bedrooms,All property types,1736.96
2023,"Carpenterstown, Dublin 15",All bedrooms,All property types,1723.73
2023,"Castleknock, Dublin 15",All bedrooms,All property types,1947.32
2023,"Clonee, Dublin 15",All bedrooms,All property types,1693.26
2023,"Clonsilla, Dublin 15",All bedrooms,All property types,1806.69
2023,"Mulhuddart, Dublin 15",All bedrooms,All property types,1622.03
2023,"Ongar, Dublin 15",All bedrooms,All property types,1753.61
2023,"Porterstown, Dublin 15",All bedrooms,All property types,1668.64
2023,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1750.47
2023,"Ballinteer, Dublin 16",All bedrooms,All property types,2071.35
2023,"Dundrum, Dublin 16",All bedrooms,All property types,2171.1
2023,"Knocklyon, Dublin 16",All bedrooms,All property types,2105.51
2023,"Rathfarnham, Dublin 16",All bedrooms,All property types,2080.68
2023,"Malahide Road, Dublin 17",All bedrooms,All property types,1693.89
2023,"Cabinteely, Dublin 18",All bedrooms,All property types,2012.63
2023,"Carrickmines, Dublin 18",All bedrooms,All property types,2057.69
2023,"Foxrock, Dublin 18",All bedrooms,All property types,3040.06
2023,"Leopardstown, Dublin 18",All bedrooms,All property types,2115.04
2023,"Sandyford, Dublin 18",All bedrooms,All property types,2118.43
2023,"Stepaside, Dublin 18",All bedrooms,All property types,1902.43
2023,"Chapelizod, Dublin 20",All bedrooms,All property types,1643.74
2023,"Palmerstown, Dublin 20",All bedrooms,All property types,1753.01
2023,"Clondalkin, Dublin 22",All bedrooms,All property types,1637.55
2023,"Ballycullen, Dublin 24",All bedrooms,All property types,1864.21
2023,"Citywest, Dublin 24",All bedrooms,All property types,1891.76
2023,"Firhouse, Dublin 24",All bedrooms,All property types,1949.92
2023,"Tallaght, Dublin 24",All bedrooms,All property types,1639.79
2024,Dublin,All bedrooms,All property types,2076.77
2024,"Balbriggan, Dublin",All bedrooms,All property types,1634.13
2024,"Blackrock, Dublin",All bedrooms,All property types,2508.05
2024,"Booterstown, Dublin",All bedrooms,All property types,2474.39
2024,"Dalkey, Dublin",All bedrooms,All property types,2716.59
2024,"Donabate, Dublin",All bedrooms,All property types,1864.65
2024,"Dun Laoghaire, Dublin",All bedrooms,All property types,2182.54
2024,"Glenageary, Dublin",All bedrooms,All property types,2841.79
2024,"Howth, Dublin",All bedrooms,All property types,2145.02
2024,"Killiney, Dublin",All bedrooms,All property types,2526.31
2024,"Kinsealy, Dublin",All bedrooms,All property types,2070.13
2024,"Lucan, Dublin",All bedrooms,All property types,2147.5
2024,"Lusk, Dublin",All bedrooms,All property types,1957.27
2024,"Malahide, Dublin",All bedrooms,All property types,2351.55
2024,"Monkstown, Dublin",All bedrooms,All property types,2097.05
2024,"Mount Merrion, Dublin",All bedrooms,All property types,3779.36
2024,"Portmarnock, Dublin",All bedrooms,All property types,2362.69
2024,"Rathcoole, Dublin",All bedrooms,All property types,1774.1
2024,"Rush, Dublin",All bedrooms,All property types,1812.63
2024,"Saggart, Dublin",All bedrooms,All property types,1952.57
2024,"Sandycove, Dublin",All bedrooms,All property types,2577.71
2024,"Shankill, Dublin",All bedrooms,All property types,2035.34
2024,"Skerries, Dublin",All bedrooms,All property types,1820.61
2024,"Stillorgan, Dublin",All bedrooms,All property types,2330.78
2024,"Swords, Dublin",All bedrooms,All property types,1806.67
2024,"I.F.S.C., Dublin 1",All bedrooms,All property types,2050.07
2024,"Parnell Street, Dublin 1",All bedrooms,All property types,1846.14
2024,"Spencer Dock, Dublin 1",All bedrooms,All property types,2361.37
2024,"Summerhill, Dublin 1",All bedrooms,All property types,1692.38
2024,"Charlemont Street, Dublin 2",All bedrooms,All property types,2240.73
2024,"Pearse Street, Dublin 2",All bedrooms,All property types,1963.65
2024,"Temple Bar, Dublin 2",All bedrooms,All property types,2146.05
2024,"Townsend Street, Dublin 2",All bedrooms,All property types,1952.19
2024,"Clonliffe, Dublin 3",All bedrooms,All property types,1550.39
2024,"Clontarf, Dublin 3",All bedrooms,All property types,1989.71
2024,"Drumcondra, Dublin 3",All bedrooms,All property types,1764.7
2024,"East Wall, Dublin 3",All bedrooms,All property types,2014.21
2024,"Fairview, Dublin 3",All bedrooms,All property types,1752.03
2024,"Marino, Dublin 3",All bedrooms,All property types,2331.39
2024,"North Strand, Dublin 3",All bedrooms,All property types,1811.88
2024,"Ballsbridge, Dublin 4",All bedrooms,All property types,2564.22
2024,"Donnybrook, Dublin 4",All bedrooms,All property types,2398.66
2024,"Irishtown, Dublin 4",All bedrooms,All property types,2188.15
2024,"Merrion, Dublin 4",All bedrooms,All property types,2131.54
2024,"Pembroke, Dublin 4",All bedrooms,All property types,2457.5
2024,"Ringsend, Dublin 4",All bedrooms,All property types,2217.69
2024,"Sandymount, Dublin 4",All bedrooms,All property types,2605.58
2024,"Artane, Dublin 5",All bedrooms,All property types,2149.53
2024,"Killester, Dublin 5",All bedrooms,All property types,2260.51
2024,"Raheny, Dublin 5",All bedrooms,All property types,2087.85
2024,"Dartry, Dublin 6",All bedrooms,All property types,2205.73
2024,"Harolds Cross, Dublin 6",All bedrooms,All property types,2059.48
2024,"Milltown, Dublin 6",All bedrooms,All property types,2258.34
2024,"Ranelagh, Dublin 6",All bedrooms,All property types,2004.87
2024,"Rathgar, Dublin 6",All bedrooms,All property types,1747.38
2024,"Rathmines, Dublin 6",All bedrooms,All property types,1623.16
2024,"Templeogue, Dublin 6W",All bedrooms,All property types,2364.32
2024,"Terenure, Dublin 6W",All bedrooms,All property types,2067.82
2024,"Arbour Hill, Dublin 7",All bedrooms,All property types,2089.02
2024,"Cabra, Dublin 7",All bedrooms,All property types,1632.13
2024,"North Circular Road, Dublin 7",All bedrooms,All property types,1853.49
2024,"Smithfield, Dublin 7",All bedrooms,All property types,2007.22
2024,"Stoneybatter, Dublin 7",All bedrooms,All property types,1832.62
2024,"Christchurch, Dublin 8",All bedrooms,All property types,1776.14
2024,"Cork Street, Dublin 8",All bedrooms,All property types,1793.97
2024,"Dolphins Barn, Dublin 8",All bedrooms,All property types,1946.94
2024,"Inchicore, Dublin 8",All bedrooms,All property types,1820.36
2024,"Islandbridge, Dublin 8",All bedrooms,All property types,2014.13
2024,"Kilmainham , Dublin 8",All bedrooms,All property types,1879.06
2024,"Portobello, Dublin 8",All bedrooms,All property types,1672.74
2024,"Rialto, Dublin 8",All bedrooms,All property types,1732.13
2024,"South Circular Road, Dublin 8",All bedrooms,All property types,1799.5
2024,"Ballymun, Dublin 9",All bedrooms,All property types,1681.88
2024,"Beaumont, Dublin 9",All bedrooms,All property types,2069.39
2024,"Glasnevin, Dublin 9",All bedrooms,All property types,1911.26
2024,"Santry, Dublin 9",All bedrooms,All property types,1997.45
2024,"Whitehall, Dublin 9",All bedrooms,All property types,1970.06
2024,"Ballyfermot, Dublin 10",All bedrooms,All property types,1787.38
2024,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1642.14
2024,"Finglas, Dublin 11",All bedrooms,All property types,1829.25
2024,"Crumlin, Dublin 12",All bedrooms,All property types,1885.42
2024,"Drimnagh, Dublin 12",All bedrooms,All property types,1972.28
2024,"Kimmage, Dublin 12",All bedrooms,All property types,1893.92
2024,"Walkinstown, Dublin 12",All bedrooms,All property types,2108.68
2024,"Baldoyle, Dublin 13",All bedrooms,All property types,2072.42
2024,"Balgriffin, Dublin 13",All bedrooms,All property types,1975.01
2024,"Clongriffin, Dublin 13",All bedrooms,All property types,1837.89
2024,"Sutton, Dublin 13",All bedrooms,All property types,2337.01
2024,"Churchtown, Dublin 14",All bedrooms,All property types,2474.27
2024,"Clonskeagh, Dublin 14",All bedrooms,All property types,2554.18
2024,"Goatstown, Dublin 14",All bedrooms,All property types,2942.08
2024,"Ashtown, Dublin 15",All bedrooms,All property types,1930.42
2024,"Blanchardstown, Dublin 15",All bedrooms,All property types,1836.92
2024,"Castleknock, Dublin 15",All bedrooms,All property types,2073.09
2024,"Clonee, Dublin 15",All bedrooms,All property types,1845.41
2024,"Clonsilla, Dublin 15",All bedrooms,All property types,1905.09
2024,"Mulhuddart, Dublin 15",All bedrooms,All property types,1688.88
2024,"Ongar, Dublin 15",All bedrooms,All property types,1875.36
2024,"Porterstown, Dublin 15",All bedrooms,All property types,1701.88
2024,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1928.74
2024,"Ballinteer, Dublin 16",All bedrooms,All property types,2280.17
2024,"Dundrum, Dublin 16",All bedrooms,All property types,2276.32
2024,"Knocklyon, Dublin 16",All bedrooms,All property types,2206.55
2024,"Rathfarnham, Dublin 16",All bedrooms,All property types,2181.0
2024,"Malahide Road, Dublin 17",All bedrooms,All property types,1805.41
2024,"Cabinteely, Dublin 18",All bedrooms,All property types,2112.15
2024,"Carrickmines, Dublin 18",All bedrooms,All property types,2337.88
2024,"Foxrock, Dublin 18",All bedrooms,All property types,3354.92
2024,"Leopardstown, Dublin 18",All bedrooms,All property types,2152.8
2024,"Sandyford, Dublin 18",All bedrooms,All property types,2282.0
2024,"Stepaside, Dublin 18",All bedrooms,All property types,1961.5
2024,"Chapelizod, Dublin 20",All bedrooms,All property types,1728.54
2024,"Palmerstown, Dublin 20",All bedrooms,All property types,1963.33
2024,"Clondalkin, Dublin 22",All bedrooms,All property types,1754.55
