Year,Location,Bedrooms,Property_type,Rent
2013,"Ranelagh, Dublin 6",All bedrooms,All property types,1086.0
2013,"Rathgar, Dublin 6",All bedrooms,All property types,942.64
2013,"Rathmines, Dublin 6",All bedrooms,All property types,866.32
2013,"Terenure, Dublin 6",All bedrooms,All property types,1125.11
2013,Dublin 6W,All bedrooms,All property types,1126.95
2013,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1073.44
2013,"Templeogue, Dublin 6W",All bedrooms,All property types,1297.33
2013,"Terenure, Dublin 6W",All bedrooms,All property types,1227.09
2013,Dublin 7,All bedrooms,All property types,880.9
2013,"Arbour Hill, Dublin 7",All bedrooms,All property types,1124.69
2013,"Cabra, Dublin 7",All bedrooms,All property types,797.98
2013,"Navan Road, Dublin 7",All bedrooms,All property types,1049.5
2013,"North Circular Road, Dublin 7",All bedrooms,All property types,855.28
2013,"Phibsboro, Dublin 7",All bedrooms,All property types,789.33
2013,"Smithfield, Dublin 7",All bedrooms,All property types,1049.47
2013,"Stoneybatter, Dublin 7",All bedrooms,All property types,918.92
2013,Dublin 8,All bedrooms,All property types,965.3
2013,"Christchurch, Dublin 8",All bedrooms,All property types,958.18
2013,"Cork Street, Dublin 8",All bedrooms,All property types,1010.51
2013,"Dolphins Barn, Dublin 8",All bedrooms,All property types,901.08
2013,"Inchicore, Dublin 8",All bedrooms,All property types,931.7
2013,"Islandbridge, Dublin 8",All bedrooms,All property types,1161.08
2013,"Kilmainham , Dublin 8",All bedrooms,All property types,986.07
2013,"Portobello, Dublin 8",All bedrooms,All property types,898.23
2013,"Rialto, Dublin 8",All bedrooms,All property types,926.62
2013,"South Circular Road, Dublin 8",All bedrooms,All property types,900.72
2013,"The Coombe, Dublin 8",All bedrooms,All property types,965.44
2013,Dublin 9,All bedrooms,All property types,1062.42
2013,"Ballymun, Dublin 9",All bedrooms,All property types,808.91
2013,"Beaumont, Dublin 9",All bedrooms,All property types,1007.17
2013,"Drumcondra, Dublin 9",All bedrooms,All property types,1045.16
2013,"Glasnevin, Dublin 9",All bedrooms,All property types,1254.58
2013,"Santry, Dublin 9",All bedrooms,All property types,987.55
2013,"Whitehall, Dublin 9",All bedrooms,All property types,1057.09
2013,Dublin 10,All bedrooms,All property types,889.8
2013,"Ballyfermot, Dublin 10",All bedrooms,All property types,897.02
2013,"Cherry Orchard, Dublin 10",All bedrooms,All property types,829.78
2013,Dublin 11,All bedrooms,All property types,925.04
2013,"Ballymun, Dublin 11",All bedrooms,All property types,815.74
2013,"Finglas, Dublin 11",All bedrooms,All property types,912.57
2013,"Glasnevin, Dublin 11",All bedrooms,All property types,1033.27
2013,"Meakstown, Dublin 11",All bedrooms,All property types,921.14
2013,"St Margarets Road, Dublin 11",All bedrooms,All property types,967.46
2013,Dublin 12,All bedrooms,All property types,982.15
2013,"Crumlin, Dublin 12",All bedrooms,All property types,943.52
2013,"Drimnagh, Dublin 12",All bedrooms,All property types,1015.86
2013,"Kimmage, Dublin 12",All bedrooms,All property types,1019.45
2013,"Walkinstown, Dublin 12",All bedrooms,All property types,997.82
2013,Dublin 13,All bedrooms,All property types,1077.1
2013,"Baldoyle, Dublin 13",All bedrooms,All property types,1049.95
2013,"Balgriffin, Dublin 13",All bedrooms,All property types,1173.36
2013,"Clongriffin, Dublin 13",All bedrooms,All property types,1016.5
2013,"Donaghmede, Dublin 13",All bedrooms,All property types,984.03
2013,"Sutton, Dublin 13",All bedrooms,All property types,1266.7
2013,Dublin 14,All bedrooms,All property types,1326.1
2013,"Churchtown, Dublin 14",All bedrooms,All property types,1342.72
2013,"Clonskeagh, Dublin 14",All bedrooms,All property types,1489.25
2013,"Dundrum, Dublin 14",All bedrooms,All property types,1253.36
2013,"Goatstown, Dublin 14",All bedrooms,All property types,1556.7
2013,"Rathfarnham, Dublin 14",All bedrooms,All property types,1205.54
2013,Dublin 15,All bedrooms,All property types,987.05
2013,"Ashtown, Dublin 15",All bedrooms,All property types,992.86
2013,"Blanchardstown, Dublin 15",All bedrooms,All property types,945.49
2013,"Carpenterstown, Dublin 15",All bedrooms,All property types,1009.72
2013,"Castleknock, Dublin 15",All bedrooms,All property types,1110.04
2013,"Clonee, Dublin 15",All bedrooms,All property types,954.98
2013,"Clonsilla, Dublin 15",All bedrooms,All property types,988.84
2013,"Coolmine, Dublin 15",All bedrooms,All property types,935.23
2013,"Mulhuddart, Dublin 15",All bedrooms,All property types,865.4
2013,"Ongar, Dublin 15",All bedrooms,All property types,900.14
2013,"Porterstown, Dublin 15",All bedrooms,All property types,857.39
2013,"Royal Canal Park, Dublin 15",All bedrooms,All property types,997.61
2013,"Tyrrelstown, Dublin 15",All bedrooms,All property types,959.81
2013,Dublin 16,All bedrooms,All property types,1200.26
2013,"Ballinteer, Dublin 16",All bedrooms,All property types,1270.48
2013,"Dundrum, Dublin 16",All bedrooms,All property types,1257.17
2013,"Knocklyon, Dublin 16",All bedrooms,All property types,1174.19
2013,"Rathfarnham, Dublin 16",All bedrooms,All property types,1197.9
2013,"Sandyford, Dublin 16",All bedrooms,All property types,1151.18
2013,Dublin 17,All bedrooms,All property types,944.38
2013,"Malahide Road, Dublin 17",All bedrooms,All property types,930.1
2013,"Northern Cross, Dublin 17",All bedrooms,All property types,911.14
2013,Dublin 18,All bedrooms,All property types,1245.17
2013,"Cabinteely, Dublin 18",All bedrooms,All property types,1194.66
2013,"Carrickmines, Dublin 18",All bedrooms,All property types,1257.56
2013,"Foxrock, Dublin 18",All bedrooms,All property types,1846.24
2013,"Leopardstown, Dublin 18",All bedrooms,All property types,1295.08
2013,"Sandyford, Dublin 18",All bedrooms,All property types,1196.25
2013,"Stepaside, Dublin 18",All bedrooms,All property types,1129.17
2013,Dublin 20,All bedrooms,All property types,961.7
2013,"Chapelizod, Dublin 20",All bedrooms,All property types,948.26
2013,"Palmerstown, Dublin 20",All bedrooms,All property types,992.91
2013,"Clondalkin, Dublin 22",All bedrooms,All property types,915.88
2013,Dublin 24,All bedrooms,All property types,927.56
2013,"Ballycullen, Dublin 24",All bedrooms,All property types,1039.38
2013,"Citywest, Dublin 24",All bedrooms,All property types,964.35
2013,"Firhouse, Dublin 24",All bedrooms,All property types,1052.59
2013,"Tallaght, Dublin 24",All bedrooms,All property types,907.97
2014,Dublin,All bedrooms,All property types,1159.41
2014,"Balbriggan, Dublin",All bedrooms,All property types,820.25
2014,"Blackrock, Dublin",All bedrooms,All property types,1490.07
2014,"Booterstown, Dublin",All bedrooms,All property types,1522.73
2014,"Dalkey, Dublin",All bedrooms,All property types,1834.6
2014,"Donabate, Dublin",All bedrooms,All property types,960.81
2014,"Dun Laoghaire, Dublin",All bedrooms,All property types,1246.85
2014,"Glenageary, Dublin",All bedrooms,All property types,1603.4
2014,"Howth, Dublin",All bedrooms,All property types,1308.57
2014,"Killiney, Dublin",All bedrooms,All property types,1593.05
2014,"Kinsealy, Dublin",All bedrooms,All property types,1080.22
2014,"Lucan, Dublin",All bedrooms,All property types,1068.54
2014,"Lusk, Dublin",All bedrooms,All property types,991.38
2014,"Malahide, Dublin",All bedrooms,All property types,1397.95
2014,"Monkstown, Dublin",All bedrooms,All property types,1190.44
2014,"Mount Merrion, Dublin",All bedrooms,All property types,1851.04
2014,"Portmarnock, Dublin",All bedrooms,All property types,1231.99
2014,"Rathcoole, Dublin",All bedrooms,All property types,966.15
2014,"Rush, Dublin",All bedrooms,All property types,955.85
2014,"Saggart, Dublin",All bedrooms,All property types,1061.01
2014,"Sandycove, Dublin",All bedrooms,All property types,1612.68
2014,"Shankill, Dublin",All bedrooms,All property types,1187.5
2014,"Skerries, Dublin",All bedrooms,All property types,1003.15
2014,"Stillorgan, Dublin",All bedrooms,All property types,1452.46
2014,"Swords, Dublin",All bedrooms,All property types,1037.73
2014,Dublin 1,All bedrooms,All property types,1079.03
2014,"I.F.S.C., Dublin 1",All bedrooms,All property types,2047.15
2014,"Parnell Street, Dublin 1",All bedrooms,All property types,1137.29
2014,"Spencer Dock, Dublin 1",All bedrooms,All property types,1593.42
2014,"Summerhill, Dublin 1",All bedrooms,All property types,905.97
2014,Dublin 2,All bedrooms,All property types,1319.57
2014,"Aungier Street, Dublin 2",All bedrooms,All property types,1103.98
2014,"Charlemont Street, Dublin 2",All bedrooms,All property types,1381.67
2014,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,1805.27
2014,"Grand Canal Square, Dublin 2",All bedrooms,All property types,2053.59
2014,"Hanover Quay, Dublin 2",All bedrooms,All property types,1766.25
2014,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1366.22
2014,"Pearse Street, Dublin 2",All bedrooms,All property types,1221.19
2014,"Tara Street, Dublin 2",All bedrooms,All property types,1096.28
2014,"Temple Bar, Dublin 2",All bedrooms,All property types,1248.24
2014,"Townsend Street, Dublin 2",All bedrooms,All property types,1239.19
2014,Dublin 3,All bedrooms,All property types,1072.57
2014,"Clonliffe, Dublin 3",All bedrooms,All property types,876.71
2014,"Clontarf, Dublin 3",All bedrooms,All property types,1161.3
2014,"Drumcondra, Dublin 3",All bedrooms,All property types,1086.75
2014,"East Wall, Dublin 3",All bedrooms,All property types,1066.12
2014,"Fairview, Dublin 3",All bedrooms,All property types,974.91
2014,"Marino, Dublin 3",All bedrooms,All property types,1217.99
2014,"North Strand, Dublin 3",All bedrooms,All property types,1016.33
2014,Dublin 4,All bedrooms,All property types,1489.55
2014,"Ballsbridge, Dublin 4",All bedrooms,All property types,1583.1
2014,"Donnybrook, Dublin 4",All bedrooms,All property types,1552.93
2014,"Irishtown, Dublin 4",All bedrooms,All property types,1381.98
2014,"Merrion, Dublin 4",All bedrooms,All property types,1426.65
2014,"Pembroke, Dublin 4",All bedrooms,All property types,1399.47
2014,"Ringsend, Dublin 4",All bedrooms,All property types,1307.08
2014,"Sandymount, Dublin 4",All bedrooms,All property types,1582.38
2014,Dublin 5,All bedrooms,All property types,1114.59
2014,"Artane, Dublin 5",All bedrooms,All property types,1112.83
2014,"Killester, Dublin 5",All bedrooms,All property types,1179.07
2014,"Raheny, Dublin 5",All bedrooms,All property types,1147.67
2014,Dublin 6,All bedrooms,All property types,1103.62
2014,"Dartry, Dublin 6",All bedrooms,All property types,1426.83
2014,"Harolds Cross, Dublin 6",All bedrooms,All property types,1208.97
2014,"Milltown, Dublin 6",All bedrooms,All property types,1493.96
2014,"Ranelagh, Dublin 6",All bedrooms,All property types,1195.5
2014,"Rathgar, Dublin 6",All bedrooms,All property types,1011.67
2014,"Rathmines, Dublin 6",All bedrooms,All property types,930.76
2014,"Terenure, Dublin 6",All bedrooms,All property types,1266.81
2014,Dublin 6W,All bedrooms,All property types,1231.04
2014,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1200.35
2014,"Templeogue, Dublin 6W",All bedrooms,All property types,1346.8
2014,"Terenure, Dublin 6W",All bedrooms,All property types,1329.55
2014,Dublin 7,All bedrooms,All property types,964.96
2014,"Arbour Hill, Dublin 7",All bedrooms,All property types,1196.56
2014,"Cabra, Dublin 7",All bedrooms,All property types,877.66
2014,"Navan Road, Dublin 7",All bedrooms,All property types,1118.25
2014,"North Circular Road, Dublin 7",All bedrooms,All property types,932.01
2014,"Phibsboro, Dublin 7",All bedrooms,All property types,867.64
2014,"Smithfield, Dublin 7",All bedrooms,All property types,1179.65
2014,"Stoneybatter, Dublin 7",All bedrooms,All property types,1005.97
2014,Dublin 8,All bedrooms,All property types,1039.57
2014,"Christchurch, Dublin 8",All bedrooms,All property types,1024.07
2014,"Cork Street, Dublin 8",All bedrooms,All property types,1093.63
2014,"Inchicore, Dublin 8",All bedrooms,All property types,1036.72
2014,"Islandbridge, Dublin 8",All bedrooms,All property types,1266.94
2014,"Kilmainham , Dublin 8",All bedrooms,All property types,1077.45
2014,"Portobello, Dublin 8",All bedrooms,All property types,999.15
2014,"Rialto, Dublin 8",All bedrooms,All property types,1031.48
2014,"South Circular Road, Dublin 8",All bedrooms,All property types,990.39
2014,"The Coombe, Dublin 8",All bedrooms,All property types,1138.94
2014,Dublin 9,All bedrooms,All property types,1188.61
2014,"Ballymun, Dublin 9",All bedrooms,All property types,861.59
2014,"Beaumont, Dublin 9",All bedrooms,All property types,1064.71
2014,"Drumcondra, Dublin 9",All bedrooms,All property types,1131.13
2014,"Glasnevin, Dublin 9",All bedrooms,All property types,1334.4
2014,"Santry, Dublin 9",All bedrooms,All property types,1068.29
2014,"Whitehall, Dublin 9",All bedrooms,All property types,1170.77
2014,Dublin 10,All bedrooms,All property types,921.81
2014,"Ballyfermot, Dublin 10",All bedrooms,All property types,911.6
2014,"Cherry Orchard, Dublin 10",All bedrooms,All property types,914.61
2014,Dublin 11,All bedrooms,All property types,1001.17
2014,"Ballymun, Dublin 11",All bedrooms,All property types,865.9
2014,"Finglas, Dublin 11",All bedrooms,All property types,981.06
2014,"Glasnevin, Dublin 11",All bedrooms,All property types,1129.49
2014,"Meakstown, Dublin 11",All bedrooms,All property types,967.47
2014,"St Margarets Road, Dublin 11",All bedrooms,All property types,1039.54
2014,Dublin 12,All bedrooms,All property types,1057.81
2014,"Crumlin, Dublin 12",All bedrooms,All property types,1003.61
2014,"Drimnagh, Dublin 12",All bedrooms,All property types,1100.6
2014,"Kimmage, Dublin 12",All bedrooms,All property types,1123.46
2014,"Walkinstown, Dublin 12",All bedrooms,All property types,1075.65
2014,Dublin 13,All bedrooms,All property types,1157.18
2014,"Baldoyle, Dublin 13",All bedrooms,All property types,1147.11
2014,"Balgriffin, Dublin 13",All bedrooms,All property types,1298.01
2014,"Clongriffin, Dublin 13",All bedrooms,All property types,1071.5
2014,"Donaghmede, Dublin 13",All bedrooms,All property types,1057.32
2014,"Sutton, Dublin 13",All bedrooms,All property types,1432.54
2014,Dublin 14,All bedrooms,All property types,1438.04
2014,"Churchtown, Dublin 14",All bedrooms,All property types,1436.7
2014,"Clonskeagh, Dublin 14",All bedrooms,All property types,1642.51
2014,"Dundrum, Dublin 14",All bedrooms,All property types,1390.95
2014,"Goatstown, Dublin 14",All bedrooms,All property types,1721.89
2014,"Rathfarnham, Dublin 14",All bedrooms,All property types,1304.35
2014,Dublin 15,All bedrooms,All property types,1068.07
2014,"Ashtown, Dublin 15",All bedrooms,All property types,1095.64
2014,"Blanchardstown, Dublin 15",All bedrooms,All property types,1020.48
2014,"Carpenterstown, Dublin 15",All bedrooms,All property types,1060.83
2014,"Castleknock, Dublin 15",All bedrooms,All property types,1221.92
2014,"Clonee, Dublin 15",All bedrooms,All property types,1025.99
2014,"Clonsilla, Dublin 15",All bedrooms,All property types,1058.41
2014,"Coolmine, Dublin 15",All bedrooms,All property types,1061.15
2014,"Mulhuddart, Dublin 15",All bedrooms,All property types,935.84
2014,"Ongar, Dublin 15",All bedrooms,All property types,979.67
2014,"Porterstown, Dublin 15",All bedrooms,All property types,951.1
2014,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1078.04
2014,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1010.69
2014,Dublin 16,All bedrooms,All property types,1296.17
2014,"Ballinteer, Dublin 16",All bedrooms,All property types,1388.43
2014,"Dundrum, Dublin 16",All bedrooms,All property types,1378.17
2014,"Knocklyon, Dublin 16",All bedrooms,All property types,1296.64
2014,"Rathfarnham, Dublin 16",All bedrooms,All property types,1297.42
2014,"Sandyford, Dublin 16",All bedrooms,All property types,1178.5
2014,Dublin 17,All bedrooms,All property types,1010.84
2014,"Malahide Road, Dublin 17",All bedrooms,All property types,1024.91
2014,"Northern Cross, Dublin 17",All bedrooms,All property types,989.79
2014,Dublin 18,All bedrooms,All property types,1357.18
2014,"Cabinteely, Dublin 18",All bedrooms,All property types,1291.43
2014,"Carrickmines, Dublin 18",All bedrooms,All property types,1367.71
2014,"Foxrock, Dublin 18",All bedrooms,All property types,1939.7
2014,"Leopardstown, Dublin 18",All bedrooms,All property types,1427.57
2014,"Sandyford, Dublin 18",All bedrooms,All property types,1316.73
2014,"Stepaside, Dublin 18",All bedrooms,All property types,1219.04
2014,Dublin 20,All bedrooms,All property types,1032.51
2014,"Chapelizod, Dublin 20",All bedrooms,All property types,1019.05
2014,"Palmerstown, Dublin 20",All bedrooms,All property types,1080.09
2014,"Clondalkin, Dublin 22",All bedrooms,All property types,972.35
2014,Dublin 24,All bedrooms,All property types,1011.47
2014,"Ballycullen, Dublin 24",All bedrooms,All property types,1106.36
2014,"Citywest, Dublin 24",All bedrooms,All property types,1035.15
2014,"Firhouse, Dublin 24",All bedrooms,All property types,1110.61
2014,"Tallaght, Dublin 24",All bedrooms,All property types,1009.68
2015,Dublin,All bedrooms,All property types,1270.55
2015,"Balbriggan, Dublin",All bedrooms,All property types,896.9
2015,"Blackrock, Dublin",All bedrooms,All property types,1624.27
2015,"Booterstown, Dublin",All bedrooms,All property types,1667.73
2015,"Dalkey, Dublin",All bedrooms,All property types,2012.42
2015,"Donabate, Dublin",All bedrooms,All property types,1044.88
2015,"Dun Laoghaire, Dublin",All bedrooms,All property types,1373.27
2015,"Glenageary, Dublin",All bedrooms,All property types,1772.22
2015,"Howth, Dublin",All bedrooms,All property types,1414.02
2015,"Killiney, Dublin",All bedrooms,All property types,1738.34
2015,"Kinsealy, Dublin",All bedrooms,All property types,1171.63
2015,"Lucan, Dublin",All bedrooms,All property types,1161.63
2015,"Lusk, Dublin",All bedrooms,All property types,1073.2
2015,"Malahide, Dublin",All bedrooms,All property types,1494.72
2015,"Monkstown, Dublin",All bedrooms,All property types,1307.06
2015,"Mount Merrion, Dublin",All bedrooms,All property types,1921.69
2015,"Portmarnock, Dublin",All bedrooms,All property types,1285.78
2015,"Rathcoole, Dublin",All bedrooms,All property types,1054.93
2015,"Rush, Dublin",All bedrooms,All property types,1045.18
2015,"Saggart, Dublin",All bedrooms,All property types,1150.09
2015,"Sandycove, Dublin",All bedrooms,All property types,1687.5
2015,"Shankill, Dublin",All bedrooms,All property types,1276.04
2015,"Skerries, Dublin",All bedrooms,All property types,1102.14
2015,"Stillorgan, Dublin",All bedrooms,All property types,1549.45
2015,"Swords, Dublin",All bedrooms,All property types,1139.12
2015,Dublin 1,All bedrooms,All property types,1168.33
2015,"I.F.S.C., Dublin 1",All bedrooms,All property types,2192.96
2015,"Parnell Street, Dublin 1",All bedrooms,All property types,1296.07
2015,"Spencer Dock, Dublin 1",All bedrooms,All property types,1656.1
2015,"Summerhill, Dublin 1",All bedrooms,All property types,1020.5
2015,Dublin 2,All bedrooms,All property types,1457.84
2015,"Aungier Street, Dublin 2",All bedrooms,All property types,1215.45
2015,"Charlemont Street, Dublin 2",All bedrooms,All property types,1467.68
2015,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,2001.56
2015,"Grand Canal Square, Dublin 2",All bedrooms,All property types,2243.13
2015,"Hanover Quay, Dublin 2",All bedrooms,All property types,1884.66
2015,"Lower Mount Street, Dublin 2",All bedrooms,All property types,1515.8
2015,"Pearse Street, Dublin 2",All bedrooms,All property types,1316.32
2015,"Tara Street, Dublin 2",All bedrooms,All property types,1276.74
2015,"Temple Bar, Dublin 2",All bedrooms,All property types,1361.95
2015,"Townsend Street, Dublin 2",All bedrooms,All property types,1405.59
2015,Dublin 3,All bedrooms,All property types,1171.66
2015,"Clonliffe, Dublin 3",All bedrooms,All property types,898.74
2015,"Clontarf, Dublin 3",All bedrooms,All property types,1283.3
2015,"Drumcondra, Dublin 3",All bedrooms,All property types,1214.38
2015,"East Wall, Dublin 3",All bedrooms,All property types,1175.26
2015,"Fairview, Dublin 3",All bedrooms,All property types,1043.62
2015,"Marino, Dublin 3",All bedrooms,All property types,1370.73
2015,"North Strand, Dublin 3",All bedrooms,All property types,1073.6
2015,Dublin 4,All bedrooms,All property types,1619.98
2015,"Ballsbridge, Dublin 4",All bedrooms,All property types,1723.26
2015,"Donnybrook, Dublin 4",All bedrooms,All property types,1703.5
2015,"Irishtown, Dublin 4",All bedrooms,All property types,1428.53
2015,"Merrion, Dublin 4",All bedrooms,All property types,1551.26
2015,"Pembroke, Dublin 4",All bedrooms,All property types,1665.01
2015,"Ringsend, Dublin 4",All bedrooms,All property types,1431.36
2015,"Sandymount, Dublin 4",All bedrooms,All property types,1686.98
2015,Dublin 5,All bedrooms,All property types,1198.76
2015,"Artane, Dublin 5",All bedrooms,All property types,1155.82
2015,"Killester, Dublin 5",All bedrooms,All property types,1288.9
2015,"Raheny, Dublin 5",All bedrooms,All property types,1229.63
2015,Dublin 6,All bedrooms,All property types,1212.36
2015,"Dartry, Dublin 6",All bedrooms,All property types,1469.8
2015,"Harolds Cross, Dublin 6",All bedrooms,All property types,1311.18
2015,"Milltown, Dublin 6",All bedrooms,All property types,1612.72
2015,"Ranelagh, Dublin 6",All bedrooms,All property types,1327.89
2015,"Rathgar, Dublin 6",All bedrooms,All property types,1139.69
2015,"Rathmines, Dublin 6",All bedrooms,All property types,1009.83
2015,"Terenure, Dublin 6",All bedrooms,All property types,1325.3
2015,Dublin 6W,All bedrooms,All property types,1332.38
2015,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1257.04
2015,"Templeogue, Dublin 6W",All bedrooms,All property types,1447.78
2015,"Terenure, Dublin 6W",All bedrooms,All property types,1437.26
2015,Dublin 7,All bedrooms,All property types,1062.07
2015,"Arbour Hill, Dublin 7",All bedrooms,All property types,1203.15
2015,"Cabra, Dublin 7",All bedrooms,All property types,966.53
2015,"Navan Road, Dublin 7",All bedrooms,All property types,1214.3
2015,"North Circular Road, Dublin 7",All bedrooms,All property types,1060.68
2015,"Phibsboro, Dublin 7",All bedrooms,All property types,932.48
2015,"Smithfield, Dublin 7",All bedrooms,All property types,1297.09
2015,"Stoneybatter, Dublin 7",All bedrooms,All property types,1132.76
2015,Dublin 8,All bedrooms,All property types,1133.89
2015,"Christchurch, Dublin 8",All bedrooms,All property types,1150.8
2015,"Cork Street, Dublin 8",All bedrooms,All property types,1130.52
2015,"Inchicore, Dublin 8",All bedrooms,All property types,1131.06
2015,"Islandbridge, Dublin 8",All bedrooms,All property types,1418.0
2015,"Kilmainham , Dublin 8",All bedrooms,All property types,1190.32
2015,"Portobello, Dublin 8",All bedrooms,All property types,1068.56
2015,"Rialto, Dublin 8",All bedrooms,All property types,1122.91
2015,"South Circular Road, Dublin 8",All bedrooms,All property types,1078.74
2015,"The Coombe, Dublin 8",All bedrooms,All property types,1205.65
2015,Dublin 9,All bedrooms,All property types,1297.14
2015,"Ballymun, Dublin 9",All bedrooms,All property types,957.98
2015,"Beaumont, Dublin 9",All bedrooms,All property types,1201.6
2015,"Drumcondra, Dublin 9",All bedrooms,All property types,1250.22
2015,"Glasnevin, Dublin 9",All bedrooms,All property types,1198.4
2015,"Santry, Dublin 9",All bedrooms,All property types,1179.61
2015,"Whitehall, Dublin 9",All bedrooms,All property types,1244.13
2015,Dublin 10,All bedrooms,All property types,991.45
2015,"Ballyfermot, Dublin 10",All bedrooms,All property types,982.64
2015,"Cherry Orchard, Dublin 10",All bedrooms,All property types,978.26
2015,Dublin 11,All bedrooms,All property types,1096.12
2015,"Ballymun, Dublin 11",All bedrooms,All property types,946.14
2015,"Finglas, Dublin 11",All bedrooms,All property types,1078.84
2015,"Glasnevin, Dublin 11",All bedrooms,All property types,1225.54
2015,"Meakstown, Dublin 11",All bedrooms,All property types,1056.06
2015,"St Margarets Road, Dublin 11",All bedrooms,All property types,1132.0
2015,Dublin 12,All bedrooms,All property types,1158.43
2015,"Crumlin, Dublin 12",All bedrooms,All property types,1148.82
2015,"Drimnagh, Dublin 12",All bedrooms,All property types,1198.92
2015,"Kimmage, Dublin 12",All bedrooms,All property types,1260.65
2015,"Walkinstown, Dublin 12",All bedrooms,All property types,1163.86
2015,Dublin 13,All bedrooms,All property types,1263.73
2015,"Baldoyle, Dublin 13",All bedrooms,All property types,1263.44
2015,"Balgriffin, Dublin 13",All bedrooms,All property types,1426.12
2015,"Clongriffin, Dublin 13",All bedrooms,All property types,1170.84
2015,"Donaghmede, Dublin 13",All bedrooms,All property types,1141.74
2015,"Sutton, Dublin 13",All bedrooms,All property types,1591.87
2015,Dublin 14,All bedrooms,All property types,1555.99
2015,"Churchtown, Dublin 14",All bedrooms,All property types,1544.22
2015,"Clonskeagh, Dublin 14",All bedrooms,All property types,1798.66
2015,"Dundrum, Dublin 14",All bedrooms,All property types,1491.18
2015,"Goatstown, Dublin 14",All bedrooms,All property types,1809.23
2015,"Rathfarnham, Dublin 14",All bedrooms,All property types,1411.72
2015,Dublin 15,All bedrooms,All property types,1173.71
2015,"Ashtown, Dublin 15",All bedrooms,All property types,1202.94
2015,"Blanchardstown, Dublin 15",All bedrooms,All property types,1127.78
2015,"Carpenterstown, Dublin 15",All bedrooms,All property types,1200.98
2015,"Castleknock, Dublin 15",All bedrooms,All property types,1336.04
2015,"Clonee, Dublin 15",All bedrooms,All property types,1136.16
2015,"Clonsilla, Dublin 15",All bedrooms,All property types,1166.17
2015,"Coolmine, Dublin 15",All bedrooms,All property types,1167.38
2015,"Mulhuddart, Dublin 15",All bedrooms,All property types,1006.19
2015,"Ongar, Dublin 15",All bedrooms,All property types,1056.66
2015,"Porterstown, Dublin 15",All bedrooms,All property types,1116.43
2015,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1185.21
2015,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1135.32
2015,Dublin 16,All bedrooms,All property types,1443.06
2015,"Ballinteer, Dublin 16",All bedrooms,All property types,1516.1
2015,"Dundrum, Dublin 16",All bedrooms,All property types,1574.84
2015,"Knocklyon, Dublin 16",All bedrooms,All property types,1391.89
2015,"Rathfarnham, Dublin 16",All bedrooms,All property types,1415.73
2015,"Sandyford, Dublin 16",All bedrooms,All property types,1244.53
2015,Dublin 17,All bedrooms,All property types,1087.35
2015,"Malahide Road, Dublin 17",All bedrooms,All property types,1116.75
2015,"Northern Cross, Dublin 17",All bedrooms,All property types,1119.63
2015,Dublin 18,All bedrooms,All property types,1474.35
2015,"Cabinteely, Dublin 18",All bedrooms,All property types,1385.56
2015,"Carrickmines, Dublin 18",All bedrooms,All property types,1442.92
2015,"Foxrock, Dublin 18",All bedrooms,All property types,2082.88
2015,"Leopardstown, Dublin 18",All bedrooms,All property types,1592.13
2015,"Sandyford, Dublin 18",All bedrooms,All property types,1435.26
2015,"Stepaside, Dublin 18",All bedrooms,All property types,1329.21
2015,Dublin 20,All bedrooms,All property types,1126.23
2015,"Chapelizod, Dublin 20",All bedrooms,All property types,1115.97
2015,"Palmerstown, Dublin 20",All bedrooms,All property types,1224.2
2015,"Clondalkin, Dublin 22",All bedrooms,All property types,1048.76
2015,Dublin 24,All bedrooms,All property types,1115.97
2015,"Ballycullen, Dublin 24",All bedrooms,All property types,1231.81
2015,"Citywest, Dublin 24",All bedrooms,All property types,1131.21
2015,"Firhouse, Dublin 24",All bedrooms,All property types,1213.47
2015,"Tallaght, Dublin 24",All bedrooms,All property types,1118.49
2016,Dublin,All bedrooms,All property types,1365.36
2016,"Balbriggan, Dublin",All bedrooms,All property types,995.6
2016,"Blackrock, Dublin",All bedrooms,All property types,1773.2
2016,"Booterstown, Dublin",All bedrooms,All property types,1769.95
2016,"Dalkey, Dublin",All bedrooms,All property types,2102.77
2016,"Donabate, Dublin",All bedrooms,All property types,1138.14
2016,"Dun Laoghaire, Dublin",All bedrooms,All property types,1479.23
2016,"Glenageary, Dublin",All bedrooms,All property types,1865.44
2016,"Howth, Dublin",All bedrooms,All property types,1522.93
2016,"Killiney, Dublin",All bedrooms,All property types,1835.39
2016,"Kinsealy, Dublin",All bedrooms,All property types,1262.92
2016,"Lucan, Dublin",All bedrooms,All property types,1257.99
2016,"Lusk, Dublin",All bedrooms,All property types,1148.18
2016,"Malahide, Dublin",All bedrooms,All property types,1588.18
2016,"Monkstown, Dublin",All bedrooms,All property types,1488.78
